change_id,table,key,action,reasoning,Model,field,value,D,Reasoning D,I,Reasoning I
2719,evidence,,add,Lamondin's campaign agenda includes a direct AI-related policy statement supporting protections against AI-enabled fraud.,Codex,Source_Description,Supports protections against online scams and AI-driven fraud (Campaign Website),,,,
2719,evidence,,add,Lamondin's campaign agenda includes a direct AI-related policy statement supporting protections against AI-enabled fraud.,Codex,URL,https://richard.vote/agenda/,,,,
2720,evidence,,add,"A direct interview quote shows Lamondin discussing AI's effect on jobs, adding a second AI-related signal even though it is not enough on its own to justify a verdict change.",Codex,Candidate_Key,Florida|House FL-27|Richard Lamondin,,,,
2720,evidence,,add,"A direct interview quote shows Lamondin discussing AI's effect on jobs, adding a second AI-related signal even though it is not enough on its own to justify a verdict change.",Codex,Source_Description,Says vocational jobs face less AI displacement risk (WLRN),,,,
2720,evidence,,add,"A direct interview quote shows Lamondin discussing AI's effect on jobs, adding a second AI-related signal even though it is not enough on its own to justify a verdict change.",Codex,URL,https://www.wlrn.org/government-politics/2025-09-12/miami-democrat-lamondin-salazar-challenge,,,,
2721,evidence,2428,mod,"Replace the generic Wikipedia election-page entry with a direct campaign source. Web searches did not surface meaningful AI-related statements or actions from Lev Parnas, so Verdict and Status remain unchanged.",Codex,Source_Description,Campaign homepage for Lev Parnas's congressional bid (Campaign Website),,,,
2721,evidence,2428,mod,"Replace the generic Wikipedia election-page entry with a direct campaign source. Web searches did not surface meaningful AI-related statements or actions from Lev Parnas, so Verdict and Status remain unchanged.",Codex,URL,https://levparnas.org/,,,,
2722,evidence,2420,del,The current row is a generic election Wikipedia page and is weaker than the direct official sources found on Gimenez’s AI-related record.,Codex,,,,,,
2723,evidence,,add,"Congress.gov directly shows Gimenez cosponsored the AI Labeling Act of 2023, a bill requiring disclosures for AI-generated content.",Codex,Candidate_Key,Florida|House FL-28|Carlos Gimenez,,,,
2723,evidence,,add,"Congress.gov directly shows Gimenez cosponsored the AI Labeling Act of 2023, a bill requiring disclosures for AI-generated content.",Codex,Source_Description,Cosponsored bill requiring disclosures for AI-generated content (Congress.gov),,,,
2723,evidence,,add,"Congress.gov directly shows Gimenez cosponsored the AI Labeling Act of 2023, a bill requiring disclosures for AI-generated content.",Codex,URL,https://www.congress.gov/bill/118th-congress/house-bill/6466/cosponsors,,,,
2724,evidence,,add,"An official Homeland Security Committee release says Gimenez requested a GAO review of TSA’s use of biometric identification and AI-driven technology, with attention to privacy safeguards.",Codex,Candidate_Key,Florida|House FL-28|Carlos Gimenez,,,,
2724,evidence,,add,"An official Homeland Security Committee release says Gimenez requested a GAO review of TSA’s use of biometric identification and AI-driven technology, with attention to privacy safeguards.",Codex,Source_Description,Requested GAO review of TSA AI and biometrics with privacy safeguards (Homeland Security Committee),,,,
2724,evidence,,add,"An official Homeland Security Committee release says Gimenez requested a GAO review of TSA’s use of biometric identification and AI-driven technology, with attention to privacy safeguards.",Codex,URL,https://homeland.house.gov/2025/01/14/chairmen-green-gimenez-probe-tsas-use-of-ai-biometric-identification-technology/,,,,
2725,evidence,,add,Gimenez’s official House website quotes him raising privacy and civil-liberties concerns about biometric data in future identity systems.,Codex,Candidate_Key,Florida|House FL-28|Carlos Gimenez,,,,
2725,evidence,,add,Gimenez’s official House website quotes him raising privacy and civil-liberties concerns about biometric data in future identity systems.,Codex,Source_Description,Raised privacy and civil-liberties concerns about biometric identity systems (House Rep Website),,,,
2725,evidence,,add,Gimenez’s official House website quotes him raising privacy and civil-liberties concerns about biometric data in future identity systems.,Codex,URL,https://gimenez.house.gov/2023/12/chairman-carlos-gimenez-questions-witnesses-on-implementation-of-real-id-act,,,,
2726,candidates,Florida|House FL-28|Carlos Gimenez,mod,"After replacing the weak Wikipedia row with multiple direct official sources, Gimenez no longer fits `no_record`. His record shows some support for AI transparency and oversight, but it is not strong or consistent enough for `nice`, so `nuanced` fits best.",Codex,Verdict,nuanced,,,,
2727,evidence,2421,mod,The current Wikipedia election-page row is a weaker indirect source. The FEC candidate overview is a direct official source confirming Phil Ehr's current 2026 candidacy in FL-28.,Codex,Source_Description,2026 House candidate in Florida's 28th district (FEC),,,,
2727,evidence,2421,mod,The current Wikipedia election-page row is a weaker indirect source. The FEC candidate overview is a direct official source confirming Phil Ehr's current 2026 candidacy in FL-28.,Codex,URL,https://www.fec.gov/data/candidate/H4FL28042/,,,,
2728,evidence,,add,Phil Ehr has a direct campaign-authored AI-related record: he said his campaign made a deepfake video to demonstrate the risks of deepfake technology and foreign misinformation.,Codex,Candidate_Key,Florida|House FL-28|Phil Ehr,,,,
2728,evidence,,add,Phil Ehr has a direct campaign-authored AI-related record: he said his campaign made a deepfake video to demonstrate the risks of deepfake technology and foreign misinformation.,Codex,Source_Description,Used deepfake ad to warn about election misinformation (Campaign Post),,,,
2728,evidence,,add,Phil Ehr has a direct campaign-authored AI-related record: he said his campaign made a deepfake video to demonstrate the risks of deepfake technology and foreign misinformation.,Codex,URL,https://www.dailykos.com/stories/2020/10/2/1982767/-Deep-Fake-Ad-Showcases-the-Power-of-Misinformation,,,,
2729,evidence,,add,Phil Ehr also has a direct 2026 AI-related statement outside campaign office-seeking materials: he endorsed intelligent and autonomous energy infrastructure in a national-security framing while joining NeutronX's board.,Codex,Candidate_Key,Florida|House FL-28|Phil Ehr,,,,
2729,evidence,,add,Phil Ehr also has a direct 2026 AI-related statement outside campaign office-seeking materials: he endorsed intelligent and autonomous energy infrastructure in a national-security framing while joining NeutronX's board.,Codex,Source_Description,Called autonomous energy infrastructure a patriotic national security mission (PR Newswire),,,,
2729,evidence,,add,Phil Ehr also has a direct 2026 AI-related statement outside campaign office-seeking materials: he endorsed intelligent and autonomous energy infrastructure in a national-security framing while joining NeutronX's board.,Codex,URL,https://www.prnewswire.com/news-releases/neutronx-welcomes-national-security-strategy-and-defense-acquisition-expert-commander-phil-ehr-us-navy-ret-to-board-of-advisors-302699586.html,,,,
2730,candidates,Florida|House FL-28|Phil Ehr,mod,"After replacing the weak identity source and adding two direct AI-related signals, Phil Ehr no longer fits no_record. His record is limited and mixed: one signal warns about deepfake misinformation, while another supports autonomous AI infrastructure in a national-security context.",Codex,Verdict,nuanced,,,,
2731,evidence,2422,mod,"The current Wikipedia election-page row is an indirect identity source. A direct FEC candidate page is available and better verifies that Thomas Campione filed for FL-28. I found no reliable direct evidence of an AI-related record and no sign that the candidate is out of the race, so Verdict and Status should remain unchanged.",Codex,Source_Description,Filed FEC paperwork for Florida House District 28 (FEC),,,,
2731,evidence,2422,mod,"The current Wikipedia election-page row is an indirect identity source. A direct FEC candidate page is available and better verifies that Thomas Campione filed for FL-28. I found no reliable direct evidence of an AI-related record and no sign that the candidate is out of the race, so Verdict and Status should remain unchanged.",Codex,URL,https://www.fec.gov/data/candidate/H6FL28039/?cycle=2026,,,,
